Site,Transect,Interval,Quadrat,Wetness,Ci,Mp,Op,Da
SisterSp,2,760,2917,100,0,0,10,0
SisterSp,2,770,2918,100,0,0,0,0
SisterSp,2,780,2919,100,0,0,0,0
SisterSp,2,790,2920,100,0,0,0,0
SisterSp,2,800,2921,100,10,0,30,0
SisterSp,2,810,2922,100,40,0,50,0
SisterSp,2,820,2923,100,20,0,40,0
SisterSp,2,830,2924,100,30,0,40,0
SisterSp,2,840,2925,100,0,0,70,0
SisterSp,2,850,2926,100,20,0,50,0
SisterSp,2,860,2927,100,20,0,50,0
SisterSp,2,870,2928,100,30,0,40,0
SisterSp,2,880,2929,100,20,0,20,0
SisterSp,2,890,2930,100,0,0,60,0
SisterSp,2,900,2931,100,0,0,70,0
SisterSp,2,910,2932,100,10,0,20,0
SisterSp,2,920,2933,100,20,0,50,0
SisterSp,2,930,2934,100,0,0,50,0
SisterSp,2,940,2935,100,0,0,60,20
SisterSp,2,950,2936,100,0,0,50,40
SisterSp,2,960,2937,100,0,0,80,40
SisterSp,2,970,2938,100,0,10,20,30
SisterSp,2,980,2939,100,20,20,0,0
SisterSp,2,990,2940,100,10,20,0,0
SisterSp,2,1000,2941,100,30,20,0,0
SisterSp,2,1010,2942,100,0,20,0,0
SisterSp,2,1020,2943,100,0,30,30,0
SisterSp,2,1030,2944,100,0,30,20,0
SisterSp,2,1040,2945,100,0,30,0,0
SisterSp,2,1050,2946,100,0,30,0,0
SisterSp,2,1060,2947,100,0,40,0,0
SisterSp,2,1070,2948,100,0,40,0,0
SisterSp,2,1080,2949,100,0,30,0,0
SisterSp,2,1090,2950,100,0,20,0,0
SisterSp,2,1100,2951,100,30,20,0,0
SisterSp,2,1110,2952,100,0,30,0,0
SisterSp,2,1120,2953,100,0,20,0,0
SisterSp,2,1130,2954,100,0,20,0,0
SisterSp,2,1140,2955,100,0,30,0,0
SisterSp,2,1150,2956,100,0,30,0,0
SisterSp,2,1160,2957,100,0,20,0,0
SisterSp,2,1170,2958,100,10,0,0,0
SisterSp,2,1180,2959,100,40,0,0,0
SisterSp,2,1190,2960,100,5,0,0,0
SisterSp,2,1200,2961,100,60,0,0,0
SisterSp,2,1210,2962,100,40,0,0,0
SisterSp,2,1220,2963,100,0,10,0,0
SisterSp,2,1230,2964,100,0,40,0,0
SisterSp,2,1240,2965,100,50,20,0,0
SisterSp,2,1250,2966,100,30,20,0,0
SisterSp,2,1260,2967,100,0,20,0,0
SisterSp,2,1270,2968,100,0,5,0,0
SisterSp,2,1280,2969,100,10,20,0,0
SisterSp,2,1290,2970,100,30,20,0,0
SisterSp,2,1300,2971,100,0,30,0,0
SisterSp,2,1310,2972,100,0,5,0,0
SisterSp,2,1320,2973,100,0,10,0,0
SisterSp,2,1330,2974,100,0,0,0,0
SisterSp,2,1340,2975,100,0,0,0,0
SisterSp,2,1350,2976,100,40,0,0,0
SisterSp,2,1360,2977,100,10,20,0,0
SisterSp,2,1370,2978,100,20,40,0,0
SisterSp,2,1380,2979,100,30,0,0,0
SisterSp,2,1390,2980,100,5,5,0,0
SisterSp,2,1400,2981,100,20,0,0,0
SisterSp,2,1410,2982,100,50,0,0,0
SisterSp,2,1420,2983,100,70,0,0,0
SisterSp,2,1430,2984,100,60,0,0,0
SisterSp,2,1440,2985,100,50,0,0,0
SisterSp,2,1450,2986,100,0,0,0,0
SisterSp,2,1460,2987,100,0,0,0,0
SisterSp,2,1470,2988,100,0,0,0,0
SisterSp,2,1480,2989,100,0,0,0,0
SisterSp,2,1490,2990,100,0,0,0,0
SisterSp,2,1500,2991,100,0,0,0,0
SisterSp,2,1510,2992,100,0,10,0,0
SisterSp,2,1520,2993,100,10,0,0,0
SisterSp,2,1530,2994,100,0,0,0,0
SisterSp,2,1540,2995,100,20,0,0,0
SisterSp,2,1550,2996,100,40,0,0,0
SisterSp,2,1560,2997,100,30,0,0,0
SisterSp,2,1570,2998,100,50,0,0,0
SisterSp,2,1580,2999,100,90,0,0,0
SisterSp,2,1590,3000,100,10,5,0,0
SisterSp,2,1600,3001,83.33333333,0,30,0,0
SisterSp,2,1610,3002,83.33333333,0,30,0,0
SisterSp,2,1620,3003,83.33333333,0,40,0,0
SisterSp,2,1630,3004,83.33333333,0,50,0,0
SisterSp,2,1640,3005,83.33333333,0,30,0,0
SisterSp,2,1650,3006,83.33333333,0,40,0,0
SisterSp,2,1660,3007,83.33333333,0,40,0,0
SisterSp,2,1670,3008,83.33333333,0,40,0,0
SisterSp,2,1680,3009,83.33333333,0,30,0,0
SisterSp,2,1690,3010,83.33333333,0,30,0,0
SisterSp,2,1700,3011,83.33333333,0,30,0,0
SisterSp,2,1710,3012,83.33333333,0,20,30,20
SisterSp,2,1720,3013,83.33333333,0,10,20,20
SisterSp,2,1730,3014,83.33333333,0,0,30,0
SisterSp,2,1740,3015,83.33333333,0,0,50,0
SisterSp,2,1750,3016,83.33333333,0,30,40,0
SisterSp,2,1760,3017,83.33333333,0,40,10,0
SisterSp,2,1770,3018,83.33333333,30,10,20,10
SisterSp,2,1780,3019,100,0,30,40,20
SisterSp,2,1790,3020,100,0,40,0,0
SisterSp,2,1800,3021,100,0,30,0,0
SisterSp,2,1810,3022,100,0,20,0,0
SisterSp,2,1820,3023,100,0,10,0,0
SisterSp,2,1830,3024,100,0,20,0,0
SisterSp,2,1840,3025,100,10,20,0,0
SisterSp,2,1850,3026,100,40,10,0,0
SisterSp,2,1860,3027,100,40,0,40,10
SisterSp,2,1870,3028,100,20,0,30,20
SisterSp,2,1880,3029,100,0,0,0,0
SisterSp,2,1890,3030,100,30,0,0,0
SisterSp,2,1900,3031,100,30,0,0,0
SisterSp,2,1910,3032,100,40,0,0,0
SisterSp,2,1920,3033,100,10,0,0,0
SisterSp,2,1930,3034,100,20,0,0,0
SisterSp,2,1940,3035,100,0,0,0,0
SisterSp,2,1950,3036,100,50,0,0,0
SisterSp,2,1960,3037,100,20,0,30,20
SisterSp,2,1970,3038,83.33333333,20,0,60,50
SisterSp,2,1980,3039,83.33333333,10,0,70,40
SisterSp,2,1990,3040,83.33333333,10,0,70,40
SisterSp,2,2000,3041,83.33333333,20,0,100,40
SisterSp,2,2010,3042,83.33333333,10,0,80,30
SisterSp,2,2020,3043,83.33333333,0,0,40,20
SisterSp,2,2030,3044,83.33333333,0,0,90,20
SisterSp,2,2040,3045,83.33333333,0,0,80,30
SisterSp,2,2050,3046,83.33333333,5,0,10,20
SisterSp,2,2060,3047,83.33333333,10,0,90,30
SisterSp,2,2070,3048,83.33333333,30,0,100,50
SisterSp,2,2080,3049,100,30,0,90,50
SisterSp,2,2090,3050,100,10,0,80,20
SisterSp,2,2100,3051,100,20,0,70,30
SisterSp,2,2110,3052,100,20,0,30,20
SisterSp,2,2120,3053,100,20,0,20,20
SisterSp,2,2130,3054,100,30,0,50,20
SisterSp,2,2140,3055,100,30,0,20,0
SisterSp,2,2150,3056,100,0,0,20,0
SisterSp,2,2160,3057,100,40,0,50,20
SisterSp,2,2170,3058,100,40,0,20,60
SisterSp,2,2180,3059,100,80,0,0,60
SisterSp,2,2190,3060,100,60,0,0,40
SisterSp,2,2200,3061,100,20,0,50,40
SisterSp,2,2210,3062,100,20,0,70,30
SisterSp,2,2220,3063,100,40,0,40,30
SisterSp,2,2230,3064,100,30,0,0,5
SisterSp,2,2240,3065,100,0,0,20,10
SisterSp,2,2250,3066,100,0,0,50,0
SisterSp,2,2260,3067,83.3333333,0,0,60,10
SisterSp,2,2270,3068,83.3333333,0,0,0,0
SisterSp,2,2280,3069,83.3333333,0,0,40,20
SisterSp,2,2290,3070,83.3333333,30,0,20,30
SisterSp,2,2300,3071,100,20,0,30,0
SisterSp,2,2310,3072,100,30,0,20,40
SisterSp,2,2320,3073,100,20,0,40,40
SisterSp,2,2330,3074,100,30,0,30,20
SisterSp,2,2340,3075,100,30,0,20,10
SisterSp,2,2350,3076,100,20,0,10,5
SisterSp,2,2360,3077,100,20,0,0,20
SisterSp,2,2370,3078,100,10,0,5,0
SisterSp,2,2380,3079,83.3333333,20,0,0,0
SisterSp,2,2390,3080,83.3333333,20,0,20,0
SisterSp,2,2400,3081,66.66666667,0,0,10,0
SisterSp,2,2410,3082,66.66666667,10,0,0,0
SisterSp,2,2420,3083,66.66666667,10,0,0,0
SisterSp,2,2430,3084,83.3333333,30,0,0,0
SisterSp,2,2440,3085,83.3333333,10,0,0,0
SisterSp,2,2450,3086,83.3333333,20,0,0,0
SisterSp,2,2460,3087,83.3333333,20,0,0,0
SisterSp,2,2470,3088,83.3333333,5,0,10,0
SisterSp,2,2480,3089,83.3333333,10,0,10,0
SisterSp,2,2490,3090,83.3333333,20,0,20,0
SisterSp,2,2500,3091,83.3333333,5,0,0,0
SisterSp,2,2510,3092,83.3333333,10,0,30,5
SisterSp,2,2520,3093,83.3333333,20,0,0,0
SisterSp,2,2530,3094,66.66666667,0,0,0,0
SisterSp,2,2540,3095,66.66666667,0,0,0,0
SisterSp,2,2550,3096,33.33333333,10,0,10,0
SisterSp,2,2560,3097,33.33333333,20,0,0,0
SisterSp,2,2570,3098,33.33333333,0,0,20,0
SisterSp,2,2580,3099,33.33333333,0,0,20,0
SisterSp,2,2590,3100,33.33333333,0,0,0,0
SisterSp,2,2600,3101,33.33333333,30,0,0,0
SisterSp,2,2610,3102,66.66666667,20,0,0,0
SisterSp,2,2620,3103,83.3333333,0,0,0,0
SisterSp,2,2630,3104,83.3333333,0,0,0,0
SisterSp,2,2640,3105,83.3333333,0,0,0,10
SisterSp,2,2650,3106,83.3333333,20,0,0,20
SisterSp,2,2660,3107,83.3333333,10,0,0,0
SisterSp,2,2670,3108,83.3333333,0,0,0,0
SisterSp,2,2680,3109,83.3333333,0,0,0,10
SisterSp,2,2690,3110,83.3333333,0,0,0,10
SisterSp,2,2700,3111,83.3333333,20,0,0,20
SisterSp,2,2710,3112,100,40,0,0,0
SisterSp,2,2720,3113,100,80,0,0,30
SisterSp,2,2730,3114,100,20,0,30,0
SisterSp,2,2740,3115,100,30,0,70,10
SisterSp,2,2750,3116,100,20,0,0,0
SisterSp,2,2760,3117,100,50,0,0,0
SisterSp,2,2770,3118,100,60,0,0,20
SisterSp,2,2780,3119,100,10,0,0,20
SisterSp,2,2790,3120,100,0,0,0,0
SisterSp,2,2800,3121,100,10,0,0,0
SisterSp,2,2810,3122,100,20,0,0,0
SisterSp,2,2820,3123,100,10,0,10,0
SisterSp,2,2830,3124,83.3333333,10,0,30,0
SisterSp,2,2840,3125,66.66666667,10,0,40,0
SisterSp,2,2850,3126,50,10,0,20,0
SisterSp,2,2860,3127,33.33333333,0,0,10,0
SisterSp,2,2870,3128,50,0,0,10,0
SisterSp,2,2880,3129,66.66666667,10,0,20,20
SisterSp,2,2890,3130,66.66666667,10,0,10,5
SisterSp,2,2900,3131,83.3333333,50,0,0,10
SisterSp,2,2910,3132,83.3333333,60,0,0,0
SisterSp,2,2920,3133,83.3333333,0,0,0,0
SisterSp,2,2930,3134,100,0,0,0,0
SisterSp,2,2940,3135,100,0,0,0,0
SisterSp,2,2950,3136,100,30,0,0,10
SisterSp,2,2960,3137,100,30,0,30,10
SisterSp,2,2970,3138,100,30,0,20,0
SisterSp,2,2980,3139,100,30,0,0,10
SisterSp,2,2990,3140,100,0,0,0,0
SisterSp,2,3000,3141,100,0,0,0,0
SisterSp,2,3010,3142,100,0,0,0,0
SisterSp,2,3020,3143,100,0,0,0,0
SisterSp,2,3030,3144,100,0,0,0,0
SisterSp,2,3040,3145,100,30,0,0,20
SisterSp,2,3050,3146,100,20,0,20,40
SisterSp,2,3060,3147,100,40,0,10,50
SisterSp,2,3070,3148,100,0,0,30,20
SisterSp,2,3080,3149,100,0,0,0,0
SisterSp,2,3090,3150,100,0,0,0,0
SisterSp,2,3100,3151,100,40,0,30,20
SisterSp,2,3110,3152,100,0,0,0,0
SisterSp,2,3120,3153,100,0,0,0,0
SisterSp,2,3130,3154,100,0,0,0,0
SisterSp,2,3140,3155,100,0,0,0,0
SisterSp,2,3150,3156,100,20,0,0,0
SisterSp,2,3160,3157,100,20,0,0,0
SisterSp,2,3170,3158,100,0,0,0,0
SisterSp,2,3180,3159,100,0,0,0,0
SisterSp,2,3190,3160,100,0,0,0,0
SisterSp,2,3200,3161,100,0,0,0,0
SisterSp,2,3210,3162,100,0,0,0,0
SisterSp,2,3220,3163,100,0,0,0,0
SisterSp,2,3230,3164,100,0,0,0,0
SisterSp,2,3240,3165,100,0,0,0,0
SisterSp,2,3250,3166,100,0,0,0,0
SisterSp,2,3260,3167,100,30,0,10,0
SisterSp,2,3270,3168,100,20,0,0,0
SisterSp,2,3280,3169,100,0,0,0,0
SisterSp,2,3290,3170,100,0,0,0,0
SisterSp,2,3300,3171,100,0,0,0,0
SisterSp,2,3310,3172,100,0,0,0,0
SisterSp,2,3320,3173,100,0,0,0,5
SisterSp,2,3330,3174,100,0,0,0,0
SisterSp,2,3340,3175,100,20,0,0,20
SisterSp,2,3350,3176,100,50,0,5,40
SisterSp,2,3360,3177,100,30,0,10,30
SisterSp,2,3370,3178,100,0,0,30,10
SisterSp,2,3380,3179,100,20,0,50,30
SisterSp,2,3390,3180,100,40,0,40,30
SisterSp,2,3400,3181,100,30,0,0,0
SisterSp,3,10,3182,100,5,0,70,10
SisterSp,3,20,3183,100,0,0,50,0
SisterSp,3,30,3184,100,0,0,40,0
SisterSp,3,40,3185,100,0,0,40,70
SisterSp,3,50,3186,100,0,0,10,5
SisterSp,3,60,3187,100,10,0,40,0
SisterSp,3,70,3188,100,10,0,30,0
SisterSp,3,80,3189,100,0,0,10,0
SisterSp,3,90,3190,100,10,0,60,0
SisterSp,3,100,3191,100,10,0,30,0
SisterSp,3,110,3192,100,10,0,30,0
SisterSp,3,120,3193,100,10,0,50,0
SisterSp,3,130,3194,100,0,0,30,10
SisterSp,3,140,3195,100,0,0,50,5
SisterSp,3,150,3196,100,0,0,60,10
SisterSp,3,160,3197,100,40,0,0,0
SisterSp,3,170,3198,100,0,10,0,0
SisterSp,3,180,3199,100,20,10,0,0
SisterSp,3,190,3200,100,10,20,0,0
SisterSp,3,200,3201,100,0,10,0,0
SisterSp,3,210,3202,100,20,0,0,0
SisterSp,3,220,3203,100,10,10,0,0
SisterSp,3,230,3204,100,60,0,0,0
SisterSp,3,240,3205,100,10,5,0,0
SisterSp,3,250,3206,100,10,0,0,0
SisterSp,3,260,3207,100,0,0,0,0
SisterSp,3,270,3208,100,0,0,0,0
SisterSp,3,280,3209,100,0,0,0,0
SisterSp,3,290,3210,100,30,0,0,0
SisterSp,3,300,3211,100,0,0,0,0
SisterSp,3,310,3212,100,20,0,0,0
SisterSp,3,320,3213,100,40,0,0,0
SisterSp,3,330,3214,100,10,0,0,0
SisterSp,3,340,3215,100,10,5,0,0
SisterSp,3,350,3216,100,0,5,0,0
SisterSp,3,360,3217,100,10,10,0,0
SisterSp,3,370,3218,100,5,5,0,0
SisterSp,3,380,3219,100,50,0,0,0
SisterSp,3,390,3220,100,50,0,0,0
SisterSp,3,400,3221,100,50,0,0,0
SisterSp,3,410,3222,100,30,0,0,0
SisterSp,3,420,3223,100,10,0,60,0
SisterSp,3,430,3224,100,0,0,70,20
SisterSp,3,440,3225,100,0,0,20,10
SisterSp,3,450,3226,100,0,0,30,10
SisterSp,3,460,3227,100,0,0,40,30
SisterSp,3,470,3228,100,0,0,30,20
SisterSp,3,480,3229,100,0,0,50,30
SisterSp,3,490,3230,100,0,0,30,30
SisterSp,3,500,3231,100,0,0,0,30
SisterSp,3,510,3232,100,0,0,40,30
SisterSp,3,520,3233,100,0,0,30,20
SisterSp,3,530,3234,100,0,0,30,20
SisterSp,3,540,3235,100,0,0,30,30
SisterSp,3,550,3236,100,0,0,0,30
SisterSp,3,560,3237,100,0,0,10,20
SisterSp,3,570,3238,100,0,0,20,10
SisterSp,3,580,3239,100,0,0,0,20
SisterSp,3,590,3240,100,0,0,30,30
SisterSp,3,600,3241,100,5,0,20,0
SisterSp,3,610,3242,100,20,0,20,0
SisterSp,3,620,3243,100,0,0,20,0
SisterSp,3,630,3244,100,0,0,30,10
SisterSp,3,640,3245,100,0,0,30,20
SisterSp,3,650,3246,100,0,0,30,0
SisterSp,3,660,3247,100,0,0,10,0
SisterSp,3,670,3248,100,0,0,40,10
SisterSp,3,680,3249,100,20,0,0,0
SisterSp,3,690,3250,100,0,0,30,0
SisterSp,3,700,3251,100,0,0,20,5
SisterSp,3,710,3252,100,0,0,30,0
SisterSp,3,720,3253,100,0,0,40,10
SisterSp,3,730,3254,100,0,0,20,0
SisterSp,3,740,3255,100,0,0,20,5
SisterSp,3,750,3256,100,0,0,20,10
SisterSp,3,760,3257,100,0,0,20,0
SisterSp,3,770,3258,100,20,0,0,0
SisterSp,3,780,3259,100,5,0,40,10
SisterSp,3,790,3260,100,0,0,20,30
SisterSp,3,800,3261,100,0,0,30,40
SisterSp,3,810,3262,100,0,0,30,0
SisterSp,3,820,3263,100,0,0,30,0
SisterSp,3,830,3264,100,0,0,60,0
SisterSp,3,840,3265,100,0,5,30,0
SisterSp,3,850,3266,100,0,10,0,0
SisterSp,3,860,3267,100,0,5,40,10
SisterSp,3,870,3268,100,0,0,70,10
SisterSp,3,880,3269,100,5,0,40,5
SisterSp,3,890,3270,100,0,0,60,10
SisterSp,3,900,3271,100,0,5,50,10
SisterSp,3,910,3272,100,0,20,40,0
SisterSp,3,920,3273,100,0,20,10,0
SisterSp,3,930,3274,100,0,0,40,0
SisterSp,3,940,3275,100,0,10,0,0
SisterSp,3,950,3276,100,0,0,0,0
SisterSp,3,960,3277,100,0,0,0,0
SisterSp,3,970,3278,100,40,5,0,0
SisterSp,3,980,3279,100,0,20,0,0
SisterSp,3,990,3280,100,0,10,0,0
SisterSp,3,1000,3281,100,0,5,0,0
SisterSp,3,1010,3282,100,5,0,0,0
SisterSp,3,1020,3283,100,30,0,0,0
SisterSp,3,1030,3284,100,10,0,0,0
SisterSp,3,1040,3285,100,0,0,0,0
SisterSp,3,1050,3286,100,0,0,0,0
SisterSp,3,1060,3287,100,0,0,5,0
SisterSp,3,1070,3288,100,0,0,0,5
SisterSp,3,1080,3289,100,0,0,5,0
SisterSp,3,1090,3290,100,5,0,0,0
SisterSp,3,1100,3291,100,30,0,0,20
SisterSp,3,1110,3292,100,10,0,0,0
SisterSp,3,1120,3293,100,0,0,0,10
SisterSp,3,1130,3294,83.33333333,0,0,30,10
SisterSp,3,1140,3295,83.33333333,5,0,30,10
SisterSp,3,1150,3296,83.33333333,0,0,30,10
SisterSp,3,1160,3297,83.33333333,20,0,30,20
SisterSp,3,1170,3298,83.33333333,0,0,10,10
SisterSp,3,1180,3299,83.33333333,0,0,20,0
SisterSp,3,1190,3300,83.33333333,10,0,20,0
SisterSp,3,1200,3301,83.33333333,5,0,20,0
SisterSp,3,1210,3302,83.33333333,20,0,0,10
SisterSp,3,1220,3303,83.33333333,0,0,0,0
SisterSp,3,1230,3304,83.33333333,10,0,0,5
SisterSp,3,1240,3305,83.33333333,20,0,0,0
SisterSp,3,1250,3306,83.33333333,30,0,0,0
SisterSp,3,1260,3307,66.66666667,0,0,0,5
SisterSp,3,1270,3308,66.66666667,0,0,10,5
SisterSp,3,1280,3309,66.66666667,0,0,30,5
SisterSp,3,1290,3310,66.66666667,30,0,5,0
SisterSp,3,1300,3311,83.33333333,5,0,20,10
SisterSp,3,1310,3312,100,20,0,30,5
SisterSp,3,1320,3313,100,30,0,50,10
SisterSp,3,1330,3314,100,0,0,50,10
SisterSp,3,1340,3315,100,40,0,30,10
SisterSp,3,1350,3316,100,40,0,10,10
SisterSp,3,1360,3317,100,20,0,0,0
SisterSp,3,1370,3318,100,10,0,0,0
SisterSp,3,1380,3319,100,10,0,0,0
SisterSp,3,1390,3320,100,0,5,0,0
SisterSp,3,1400,3321,100,0,20,0,0
SisterSp,3,1410,3322,100,5,20,0,0
SisterSp,3,1420,3323,100,40,20,0,0
SisterSp,3,1430,3324,100,10,20,0,0
SisterSp,3,1440,3325,100,40,20,0,0
SisterSp,3,1450,3326,100,5,30,0,0
SisterSp,3,1460,3327,100,0,30,0,0
SisterSp,3,1470,3328,100,0,40,0,0
SisterSp,3,1480,3329,100,30,10,0,0
SisterSp,3,1490,3330,100,0,10,0,40
SisterSp,3,1500,3331,100,30,10,0,0
SisterSp,3,1510,3332,100,0,10,0,40
SisterSp,3,1520,3333,100,20,0,50,50
SisterSp,3,1530,3334,100,20,0,40,50
SisterSp,3,1540,3335,100,5,0,60,30
SisterSp,3,1550,3336,100,0,0,30,20
SisterSp,3,1560,3337,100,0,0,10,40
SisterSp,3,1570,3338,100,0,0,40,10
SisterSp,3,1580,3339,100,0,0,60,20
SisterSp,3,1590,3340,100,0,0,70,50
SisterSp,3,1600,3341,100,0,0,50,30
SisterSp,3,1610,3342,100,0,0,60,20
SisterSp,3,1620,3343,100,0,0,30,20
SisterSp,3,1630,3344,100,0,0,40,10
SisterSp,3,1640,3345,100,0,0,30,20
SisterSp,3,1650,3346,100,0,0,30,10
SisterSp,3,1660,3347,100,0,0,70,20
SisterSp,3,1670,3348,100,0,0,80,40
SisterSp,3,1680,3349,100,10,0,30,20
SisterSp,3,1690,3350,100,0,0,10,0
SisterSp,3,1700,3351,100,30,0,40,10
SisterSp,3,1710,3352,100,0,0,30,0
SisterSp,3,1720,3353,100,10,0,40,20
SisterSp,3,1730,3354,100,5,0,0,0
SisterSp,3,1740,3355,100,0,0,20,10
SisterSp,3,1750,3356,100,0,0,30,20
SisterSp,3,1760,3357,100,0,0,30,30
SisterSp,3,1770,3358,100,30,0,10,20
SisterSp,3,1780,3359,100,30,0,30,30
SisterSp,3,1790,3360,100,30,0,40,30
SisterSp,3,1800,3361,100,0,0,20,0
SisterSp,3,1810,3362,100,0,0,0,0
SisterSp,3,1820,3363,100,0,0,0,0
SisterSp,3,1830,3364,100,5,0,0,5
SisterSp,3,1840,3365,100,30,0,50,40
SisterSp,3,1850,3366,100,30,0,30,20
SisterSp,3,1860,3367,100,0,0,10,10
SisterSp,3,1870,3368,100,30,0,40,20
SisterSp,3,1880,3369,100,10,0,20,30
SisterSp,3,1890,3370,100,0,0,0,20
SisterSp,3,1900,3371,100,20,0,10,30
SisterSp,3,1910,3372,100,10,0,30,20
SisterSp,3,1920,3373,100,50,0,50,0
SisterSp,3,1930,3374,100,0,0,50,0
SisterSp,3,1940,3375,100,20,0,40,10
SisterSp,3,1950,3376,100,0,0,40,30
SisterSp,3,1960,3377,83.3333333,0,0,90,40
SisterSp,3,1970,3378,83.3333333,5,0,50,20
SisterSp,3,1980,3379,100,0,0,0,20
SisterSp,3,1990,3380,100,0,0,0,5
SisterSp,3,2000,3381,100,30,0,0,5
SisterSp,3,2010,3382,100,0,20,0,0
SisterSp,3,2020,3383,100,0,30,0,0
SisterSp,3,2030,3384,100,0,30,0,0
SisterSp,3,2040,3385,100,5,0,30,20
SisterSp,3,2050,3386,100,0,0,90,30
SisterSp,3,2060,3387,100,0,0,50,20
SisterSp,3,2070,3388,100,20,0,0,60
SisterSp,3,2080,3389,100,30,0,0,10
SisterSp,3,2090,3390,100,10,0,30,0
SisterSp,3,2100,3391,100,0,0,60,10
SisterSp,3,2110,3392,100,0,0,0,0
SisterSp,3,2120,3393,100,0,10,0,0
SisterSp,3,2130,3394,100,0,0,0,0
SisterSp,3,2140,3395,100,0,0,0,0
SisterSp,3,2150,3396,100,0,0,0,0
SisterSp,3,2160,3397,100,0,0,0,0
SisterSp,3,2170,3398,100,0,0,0,0
SisterSp,3,2180,3399,100,5,0,30,0
SisterSp,3,2190,3400,100,10,0,5,0
SisterSp,3,2200,3401,100,10,0,20,0
SisterSp,3,2210,3402,100,20,0,50,10
SisterSp,3,2220,3403,100,20,0,0,0
SisterSp,3,2230,3404,100,0,0,0,0
SisterSp,3,2240,3405,100,0,0,40,5
SisterSp,3,2250,3406,100,0,20,10,0
SisterSp,3,2260,3407,100,0,20,0,0
SisterSp,3,2270,3408,100,0,40,0,0
SisterSp,3,2280,3409,100,0,20,0,0
WRCA,1,10,3410,100,20,0,0,0
WRCA,1,20,3411,100,5,0,0,0
WRCA,1,30,3412,100,0,0,0,0
WRCA,1,40,3413,100,5,0,0,50
WRCA,1,50,3414,100,0,0,2.5,2.5
WRCA,1,60,3415,100,10,0,5,20
WRCA,1,70,3416,100,5,0,30,5
WRCA,1,80,3417,100,5,0,5,10
WRCA,1,90,3418,100,2.5,0,2.5,30
WRCA,1,100,3419,100,10,0,5,0
WRCA,1,110,3420,100,20,0,10,2.5
WRCA,1,120,3421,100,0,0,0,5
WRCA,1,130,3422,100,0,0,30,5
WRCA,1,140,3423,100,0,0,30,2.5
WRCA,1,150,3424,100,0,0,10,20
WRCA,1,160,3425,100,10,0,60,30
WRCA,1,170,3426,100,0,0,20,0
WRCA,1,180,3427,100,2.5,0,0,0
WRCA,1,190,3428,100,10,0,2.5,0
WRCA,1,200,3429,100,5,0,0,0
WRCA,1,210,3430,100,10,0,0,0
WRCA,1,220,3431,100,2.5,0,30,5
WRCA,1,230,3432,100,2.5,0,5,5
WRCA,1,240,3433,100,0,0,0,0
WRCA,1,250,3434,100,10,0,0,0
WRCA,1,260,3435,100,10,0,0,0
WRCA,1,270,3436,100,2.5,0,0,0
WRCA,1,280,3437,100,2.5,0,0,0
WRCA,1,290,3438,100,5,0,0,0
WRCA,1,300,3439,100,2.5,0,5,10
WRCA,1,310,3440,100,0,0,2.5,30
WRCA,1,320,3441,100,5,0,40,10
WRCA,1,330,3442,100,0,0,30,5
WRCA,1,340,3443,100,10,0,5,5
WRCA,1,350,3444,100,2.5,0,60,30
WRCA,1,360,3445,100,0,0,60,20
WRCA,1,370,3446,100,0,0,0,2.5
WRCA,1,380,3447,100,2.5,0,2.5,2.5
WRCA,1,390,3448,100,5,0,0,0
WRCA,1,400,3449,100,20,0,5,5
WRCA,1,410,3450,100,10,0,5,0
WRCA,1,420,3451,100,60,0,0,0
WRCA,1,430,3452,100,5,0,0,0
WRCA,1,440,3453,100,60,0,0,0
WRCA,1,450,3454,100,60,0,0,0
WRCA,1,460,3455,100,20,0,0,0
WRCA,1,470,3456,100,2.5,0,0,0
WRCA,1,480,3457,100,60,0,0,0
WRCA,1,490,3458,100,20,0,0,0
WRCA,1,500,3459,100,2.5,0,0,0
WRCA,1,510,3460,100,10,0,0,2.5
WRCA,1,520,3461,100,10,0,40,5
WRCA,1,530,3462,100,20,0,20,5
WRCA,1,540,3463,100,5,0,0,0
WRCA,1,550,3464,100,20,0,0,0
WRCA,1,560,3465,100,90,0,0,0
WRCA,1,570,3466,100,60,0,0,0
WRCA,1,580,3467,100,20,0,0,0
WRCA,1,590,3468,100,5,0,0,0
WRCA,1,600,3469,100,0,0,0,0
WRCA,1,610,3470,100,80,0,10,0
WRCA,1,620,3471,100,80,0,0,0
WRCA,1,630,3472,100,10,0,0,0
WRCA,1,640,3473,100,50,0,0,0
WRCA,1,650,3474,100,60,0,0,0
WRCA,1,660,3475,100,5,0,0,0
WRCA,1,670,3476,100,70,0,0,0
WRCA,1,680,3477,100,40,0,10,0
WRCA,1,690,3478,100,40,0,30,0
WRCA,1,700,3479,100,10,0,0,0
WRCA,1,710,3480,100,5,0,0,0
WRCA,1,720,3481,100,5,0,0,0
WRCA,1,730,3482,100,90,0,0,0
WRCA,1,740,3483,100,30,0,0,0
WRCA,1,750,3484,100,10,0,0,0
WRCA,1,760,3485,100,20,0,0,0
WRCA,1,770,3486,100,60,0,0,0
WRCA,1,780,3487,100,20,0,0,0
WRCA,1,790,3488,100,60,0,0,0
WRCA,1,800,3489,100,40,0,0,0
WRCA,1,810,3490,100,0,0,0,0
WRCA,1,820,3491,100,2.5,0,0,0
WRCA,1,830,3492,100,70,0,0,0
